ticket_id,company_id,severidad,categoria,tiempo_resolucion_horas,escalado
266,17,Baja,Equipamiento,16,0
267,17,Media,Configuración,21,0
268,17,Media,Facturación,4,0
269,17,Media,Configuración,9,0
270,18,Media,Equipamiento,40,0
271,18,Baja,Seguridad,22,0
272,18,Baja,Equipamiento,31,0
273,18,Baja,Configuración,34,0
274,18,Media,Conectividad,10,0
275,18,Baja,Facturación,44,0
276,18,Alta,Conectividad,6,0
277,18,Media,Facturación,18,0
278,18,Alta,Conectividad,9,0
279,18,Baja,Seguridad,43,0
280,18,Baja,Configuración,26,0
281,18,Baja,Latencia,2,0
282,18,Baja,Latencia,43,0
283,18,Media,Seguridad,14,0
284,18,Media,Seguridad,22,0
285,19,Media,Facturación,29,0
286,19,Baja,Configuración,5,0
287,19,Baja,Configuración,26,0
288,19,Media,Latencia,25,0
289,19,Media,Configuración,45,0
290,19,Baja,Latencia,7,0
291,19,Alta,Seguridad,46,0
292,19,Media,Seguridad,19,0
293,19,Baja,Equipamiento,3,0
294,19,Media,Facturación,12,0
295,19,Media,Facturación,47,0
296,19,Media,Facturación,8,1
297,19,Media,Conectividad,2,0
298,19,Media,Seguridad,19,1
299,19,Media,Configuración,20,0
300,19,Baja,Facturación,20,0
301,19,Baja,Equipamiento,14,0
302,19,Baja,Conectividad,39,0
303,19,Media,Seguridad,44,0
304,19,Alta,Configuración,17,0
305,19,Baja,Conectividad,25,0
306,20,Media,Equipamiento,18,0
307,20,Media,Facturación,41,0
308,20,Baja,Configuración,5,0
309,20,Baja,Latencia,3,0
310,20,Media,Latencia,29,0
311,20,Alta,Configuración,32,0
312,20,Media,Conectividad,16,0
313,20,Baja,Configuración,42,0
314,20,Baja,Latencia,15,0
315,20,Media,Seguridad,16,0
316,20,Baja,Configuración,14,0
317,20,Media,Equipamiento,37,0
318,20,Baja,Seguridad,13,0
319,20,Alta,Seguridad,35,0
320,21,Media,Equipamiento,28,0
321,21,Baja,Seguridad,13,0
322,21,Baja,Equipamiento,44,0
323,21,Baja,Seguridad,33,0
324,21,Critica,Latencia,18,1
325,21,Baja,Seguridad,18,0
326,21,Alta,Conectividad,13,0
327,21,Alta,Facturación,23,0
328,21,Baja,Configuración,41,0
329,21,Media,Seguridad,20,0
330,21,Baja,Equipamiento,32,0
331,21,Alta,Equipamiento,25,0
332,21,Media,Latencia,2,1
333,21,Baja,Latencia,5,0
334,21,Baja,Conectividad,32,0
335,21,Baja,Seguridad,37,0
336,21,Baja,Latencia,33,0
337,21,Baja,Latencia,7,0
338,21,Media,Facturación,23,0
339,21,Media,Configuración,45,0
340,21,Baja,Seguridad,3,0
341,22,Alta,Equipamiento,107,0
342,22,Alta,Facturación,216,1
343,22,Baja,Seguridad,231,1
344,22,Media,Equipamiento,54,0
345,22,Alta,Seguridad,221,1
346,22,Baja,Configuración,218,1
347,22,Alta,Facturación,83,1
348,22,Alta,Equipamiento,130,1
349,22,Baja,Latencia,71,0
350,22,Baja,Conectividad,169,1
351,22,Baja,Conectividad,170,0
352,22,Alta,Equipamiento,124,0
353,22,Media,Facturación,49,1
354,22,Media,Equipamiento,107,1
355,22,Media,Seguridad,129,1
356,22,Alta,Seguridad,84,1
357,22,Alta,Conectividad,142,1
358,22,Critica,Equipamiento,190,1
359,22,Critica,Seguridad,207,1
360,22,Media,Facturación,149,0
361,22,Critica,Configuración,228,0
362,22,Critica,Facturación,177,0
363,22,Media,Equipamiento,126,1
364,22,Media,Configuración,123,1
365,22,Alta,Configuración,100,1
366,22,Media,Configuración,130,1
367,22,Alta,Seguridad,29,0
368,22,Media,Configuración,168,1
369,22,Baja,Conectividad,150,0
370,22,Critica,Seguridad,105,1
371,22,Critica,Conectividad,145,1
372,22,Baja,Conectividad,51,1
373,22,Alta,Seguridad,35,0
374,22,Alta,Conectividad,218,1
375,22,Alta,Equipamiento,153,1
376,22,Critica,Configuración,207,1
377,22,Critica,Latencia,215,1
378,22,Critica,Latencia,208,1
379,22,Alta,Conectividad,217,1
380,22,Baja,Facturación,93,0
381,23,Media,Latencia,21,0
382,23,Alta,Equipamiento,40,0
383,23,Baja,Configuración,38,0
384,23,Baja,Latencia,43,0
385,23,Media,Seguridad,34,0
386,23,Media,Equipamiento,1,0
387,23,Media,Configuración,31,0
388,23,Media,Configuración,30,0
389,23,Baja,Seguridad,13,0
390,23,Media,Latencia,38,0
391,23,Baja,Seguridad,25,1
392,23,Media,Latencia,4,0
393,23,Baja,Conectividad,46,0
394,23,Media,Facturación,32,0
395,23,Baja,Conectividad,9,0
396,23,Baja,Facturación,4,0
397,23,Baja,Latencia,45,0
398,23,Media,Latencia,1,0
399,23,Baja,Configuración,19,0
400,23,Baja,Conectividad,27,0
401,23,Baja,Seguridad,37,0
402,23,Baja,Conectividad,19,0
403,23,Alta,Seguridad,4,0
404,23,Baja,Facturación,24,0
405,24,Media,Seguridad,32,0
406,24,Critica,Latencia,35,0
407,24,Media,Conectividad,12,1
408,24,Alta,Latencia,31,0
409,24,Media,Seguridad,45,0
410,24,Baja,Seguridad,1,1
411,24,Baja,Conectividad,30,0
412,24,Baja,Seguridad,2,0
413,24,Baja,Equipamiento,40,0
414,24,Baja,Configuración,40,0
415,24,Media,Facturación,32,0
416,24,Baja,Conectividad,4,0
417,24,Baja,Configuración,4,0
418,24,Baja,Conectividad,13,0
419,24,Media,Seguridad,10,0
420,25,Baja,Conectividad,3,0
421,25,Baja,Latencia,8,0
422,25,Media,Facturación,46,0
423,25,Baja,Seguridad,21,0
424,25,Media,Equipamiento,43,0
425,25,Baja,Configuración,15,1
426,26,Alta,Equipamiento,17,0
427,26,Baja,Latencia,47,0
428,26,Media,Facturación,22,0
429,26,Baja,Conectividad,7,0
430,26,Baja,Facturación,37,0
431,26,Media,Seguridad,32,0
432,26,Media,Seguridad,11,0
433,26,Baja,Latencia,46,0
434,26,Media,Latencia,18,0
435,26,Baja,Latencia,30,0
436,27,Baja,Latencia,6,0
437,27,Baja,Seguridad,24,0
438,27,Media,Equipamiento,6,0
439,27,Media,Configuración,30,0
440,27,Baja,Conectividad,43,0
441,27,Baja,Latencia,3,0
442,27,Alta,Conectividad,7,0
443,27,Media,Seguridad,16,0
444,27,Baja,Configuración,44,0
445,27,Media,Latencia,14,0
446,27,Baja,Equipamiento,34,0
447,27,Baja,Equipamiento,15,0
448,27,Baja,Facturación,33,0
449,27,Media,Configuración,11,0
450,27,Baja,Configuración,12,0
451,27,Media,Seguridad,22,0
452,27,Media,Equipamiento,27,0
453,27,Media,Seguridad,10,0
454,27,Baja,Seguridad,4,0
455,28,Baja,Equipamiento,20,0
456,28,Baja,Configuración,19,0
457,28,Alta,Seguridad,14,0
458,28,Baja,Configuración,22,0
459,28,Baja,Configuración,16,0
460,28,Baja,Facturación,46,1
461,28,Baja,Configuración,10,0
462,28,Alta,Equipamiento,23,0
463,29,Critica,Facturación,29,0
464,29,Critica,Conectividad,47,0
465,29,Alta,Facturación,2,0
466,29,Media,Equipamiento,13,0
467,29,Media,Seguridad,25,0
468,29,Critica,Latencia,23,0
469,29,Media,Equipamiento,18,0
470,29,Baja,Facturación,37,1
471,29,Baja,Conectividad,14,0
472,30,Baja,Facturación,21,0
473,30,Media,Configuración,4,0
474,30,Media,Latencia,9,0
475,30,Media,Equipamiento,36,0
476,30,Alta,Seguridad,7,0
477,30,Baja,Seguridad,46,0
478,30,Baja,Facturación,24,0
479,31,Media,Latencia,44,0
480,31,Alta,Equipamiento,47,0
481,31,Baja,Facturación,31,0
482,31,Media,Seguridad,28,0
483,31,Baja,Facturación,30,0
484,31,Media,Latencia,29,0
485,31,Baja,Configuración,3,0
486,31,Baja,Seguridad,44,0
487,31,Media,Conectividad,27,0
488,31,Baja,Configuración,3,0
489,31,Baja,Configuración,32,0
490,31,Baja,Equipamiento,41,0
491,31,Media,Seguridad,19,0
492,31,Baja,Equipamiento,16,0
493,31,Media,Seguridad,45,0
494,31,Media,Latencia,8,0
495,31,Baja,Equipamiento,46,1
496,31,Baja,Configuración,7,0
497,31,Baja,Seguridad,35,0
498,31,Alta,Configuración,15,0
499,31,Media,Seguridad,35,1
500,31,Baja,Latencia,39,0
501,31,Baja,Configuración,6,0
502,31,Media,Conectividad,35,0
503,32,Media,Equipamiento,35,0
504,32,Media,Facturación,21,0
505,32,Baja,Latencia,32,0
506,32,Baja,Facturación,7,0
507,32,Media,Configuración,30,0
508,32,Media,Seguridad,25,0
509,32,Alta,Facturación,9,0
510,32,Baja,Configuración,32,0
511,32,Baja,Configuración,14,0
512,32,Baja,Latencia,22,0
513,32,Media,Latencia,21,0
514,32,Media,Facturación,19,0
515,32,Media,Latencia,20,0
516,32,Baja,Configuración,26,0
517,32,Media,Configuración,8,0
518,33,Media,Conectividad,6,0
519,33,Baja,Equipamiento,40,0
520,33,Media,Seguridad,34,0
521,33,Baja,Facturación,5,0
522,33,Baja,Configuración,24,0
523,33,Baja,Facturación,11,0
524,33,Baja,Facturación,25,0
525,34,Baja,Conectividad,8,0
526,34,Media,Equipamiento,12,0
527,34,Media,Configuración,11,0
528,34,Media,Equipamiento,43,0
529,34,Baja,Conectividad,1,0
530,34,Media,Latencia,45,0
531,34,Alta,Configuración,31,0
532,34,Baja,Equipamiento,3,0
533,34,Baja,Conectividad,41,0
534,34,Media,Facturación,29,0
535,34,Media,Equipamiento,28,0
536,34,Baja,Seguridad,16,1
537,34,Alta,Seguridad,22,0
538,34,Media,Seguridad,20,0
539,34,Media,Conectividad,43,0
540,35,Baja,Conectividad,35,0
541,35,Baja,Equipamiento,44,0
542,35,Alta,Facturación,41,0
543,35,Media,Facturación,17,0
544,35,Baja,Facturación,44,1
545,35,Media,Configuración,36,0
546,35,Baja,Conectividad,18,1
547,35,Baja,Latencia,26,0
548,35,Alta,Equipamiento,37,0
549,36,Baja,Latencia,2,0
550,36,Baja,Seguridad,23,0
551,36,Media,Facturación,33,0
552,36,Baja,Conectividad,27,0
553,36,Baja,Conectividad,27,0
554,36,Baja,Facturación,36,0
555,36,Media,Configuración,40,0
556,36,Media,Latencia,20,0
557,36,Baja,Seguridad,42,0
558,36,Baja,Seguridad,15,0
559,36,Baja,Facturación,3,0
560,36,Baja,Equipamiento,20,0
561,36,Baja,Latencia,29,0
562,36,Media,Seguridad,19,0
563,36,Baja,Seguridad,31,0
564,36,Baja,Facturación,4,0
565,36,Baja,Seguridad,36,0
566,36,Media,Seguridad,40,0
567,36,Media,Conectividad,42,1
568,36,Baja,Seguridad,6,0
569,36,Media,Latencia,47,0
570,36,Baja,Seguridad,7,0
571,37,Baja,Seguridad,33,0
572,37,Alta,Configuración,34,0
573,37,Baja,Conectividad,5,0
574,37,Media,Facturación,14,0
575,37,Media,Equipamiento,35,0
576,37,Baja,Configuración,42,0
577,37,Baja,Conectividad,14,0
578,37,Alta,Conectividad,43,1
579,37,Media,Facturación,32,0
580,37,Media,Facturación,38,0
581,37,Baja,Conectividad,17,0
582,38,Alta,Seguridad,45,0
583,38,Alta,Conectividad,108,1
584,38,Media,Facturación,33,0
585,38,Baja,Conectividad,163,0
586,38,Alta,Equipamiento,151,1
587,38,Media,Configuración,184,1
588,38,Baja,Latencia,77,1
589,38,Alta,Configuración,221,0
590,38,Alta,Latencia,217,1
591,38,Critica,Seguridad,226,1
592,38,Baja,Equipamiento,214,0
593,38,Alta,Conectividad,56,1
594,38,Critica,Latencia,94,0
595,38,Alta,Latencia,145,0
596,38,Alta,Seguridad,190,1
597,38,Critica,Facturación,79,0
598,38,Media,Latencia,148,0
599,38,Alta,Equipamiento,70,1
600,38,Alta,Equipamiento,177,0
601,38,Critica,Equipamiento,145,0
602,38,Alta,Conectividad,24,0
603,38,Alta,Equipamiento,158,0
604,38,Critica,Conectividad,69,1
605,38,Critica,Configuración,228,1
606,38,Alta,Seguridad,238,1
607,38,Baja,Latencia,152,0
608,38,Critica,Configuración,209,0
609,38,Critica,Configuración,54,1
610,38,Media,Conectividad,204,1
611,38,Media,Latencia,177,1
612,38,Media,Facturación,35,1
613,38,Media,Conectividad,154,1
614,38,Alta,Seguridad,135,1
615,38,Alta,Latencia,54,1
616,38,Alta,Conectividad,114,0
617,38,Media,Equipamiento,198,1
618,38,Critica,Facturación,170,1
619,38,Critica,Facturación,101,1
620,38,Critica,Seguridad,141,1
621,38,Media,Conectividad,165,0
622,38,Alta,Configuración,186,1
623,38,Media,Configuración,39,1
624,38,Alta,Equipamiento,126,1
625,38,Alta,Latencia,82,1
626,39,Media,Facturación,217,1
627,39,Alta,Facturación,116,1
628,39,Alta,Facturación,180,1
629,39,Alta,Facturación,141,1
630,39,Media,Facturación,234,1
631,39,Baja,Latencia,238,1
632,39,Media,Seguridad,61,1
633,39,Alta,Latencia,233,1
634,39,Critica,Seguridad,108,1
635,39,Critica,Seguridad,192,1
636,39,Media,Latencia,172,1
637,39,Media,Equipamiento,89,0
638,39,Critica,Conectividad,193,1
639,39,Baja,Conectividad,136,1
640,39,Media,Facturación,184,1
641,39,Media,Equipamiento,222,0
642,39,Alta,Conectividad,37,1
643,39,Critica,Configuración,57,0
644,39,Alta,Seguridad,65,0
645,39,Critica,Facturación,216,1
646,39,Critica,Facturación,209,0
647,39,Media,Facturación,69,0
648,39,Critica,Configuración,69,0
649,39,Critica,Seguridad,48,1
650,39,Critica,Configuración,44,1
651,39,Media,Latencia,141,0
652,39,Critica,Configuración,203,1
653,39,Alta,Facturación,205,1
654,39,Critica,Conectividad,237,0
655,39,Alta,Latencia,57,1
656,39,Alta,Seguridad,82,0
657,39,Critica,Seguridad,154,1
658,39,Critica,Facturación,141,1
659,39,Critica,Latencia,228,1
660,39,Media,Equipamiento,70,1
661,39,Alta,Seguridad,69,1
662,39,Alta,Facturación,119,1
663,39,Media,Conectividad,167,1
664,39,Critica,Facturación,168,1
665,39,Media,Latencia,191,0
666,39,Media,Latencia,168,1
667,39,Media,Facturación,209,1
668,39,Alta,Configuración,163,1
669,39,Media,Latencia,196,1
670,39,Critica,Conectividad,146,1
671,39,Baja,Equipamiento,84,0
672,39,Baja,Equipamiento,92,1
673,39,Baja,Configuración,197,0
674,39,Baja,Configuración,132,0
675,39,Critica,Conectividad,133,1
676,39,Baja,Conectividad,193,1
677,39,Media,Seguridad,223,0
678,39,Media,Facturación,166,1
679,39,Media,Facturación,129,1
680,40,Media,Facturación,8,0
681,40,Alta,Facturación,21,0
682,40,Media,Equipamiento,11,0
683,40,Baja,Seguridad,16,0
684,40,Media,Equipamiento,2,0
685,40,Media,Conectividad,29,0
686,40,Baja,Conectividad,24,0
687,40,Baja,Conectividad,28,0
688,40,Media,Seguridad,23,0
689,40,Media,Latencia,12,0
690,40,Baja,Facturación,3,0
691,40,Baja,Seguridad,23,0
692,40,Baja,Conectividad,35,0
693,40,Baja,Equipamiento,33,0
694,40,Baja,Facturación,41,0
695,40,Critica,Conectividad,11,0
696,40,Baja,Equipamiento,2,0
697,40,Baja,Conectividad,19,0
698,40,Baja,Seguridad,37,0
699,40,Media,Facturación,28,0
700,40,Media,Conectividad,5,0
701,41,Baja,Conectividad,4,0
702,41,Baja,Conectividad,42,0
703,41,Baja,Facturación,43,0
704,41,Media,Configuración,33,0
705,41,Baja,Equipamiento,8,0
706,41,Media,Configuración,27,0
707,41,Media,Seguridad,14,0
708,41,Baja,Latencia,43,0
709,41,Media,Configuración,41,0
710,41,Baja,Seguridad,43,0
711,41,Baja,Equipamiento,44,0
712,41,Media,Conectividad,8,0
713,41,Media,Conectividad,45,0
714,41,Baja,Configuración,12,0
715,41,Alta,Equipamiento,22,0
716,41,Baja,Configuración,35,0
717,42,Baja,Configuración,37,0
718,42,Media,Seguridad,7,0
719,42,Media,Latencia,27,0
720,42,Baja,Seguridad,46,0
721,42,Media,Conectividad,17,1
722,42,Baja,Seguridad,30,0
723,42,Media,Seguridad,15,0
724,42,Media,Seguridad,35,0
725,42,Media,Seguridad,19,0
726,42,Baja,Latencia,44,0
727,42,Baja,Conectividad,46,0
728,42,Baja,Latencia,10,0
729,42,Baja,Conectividad,45,0
730,43,Media,Equipamiento,7,0
731,43,Media,Equipamiento,5,0
732,43,Critica,Facturación,44,0
733,43,Media,Seguridad,23,0
734,43,Alta,Facturación,31,0
735,43,Media,Conectividad,8,0
736,43,Baja,Seguridad,23,0
737,43,Media,Configuración,9,0
738,43,Alta,Facturación,30,0
739,43,Alta,Seguridad,17,0
740,43,Baja,Conectividad,38,0
741,43,Media,Seguridad,38,0
742,43,Media,Seguridad,44,0
743,43,Alta,Equipamiento,39,1
744,43,Baja,Seguridad,9,0
745,43,Media,Seguridad,46,0
746,43,Baja,Conectividad,27,0
747,43,Baja,Configuración,12,0
748,43,Media,Conectividad,24,0
749,44,Media,Latencia,2,0
750,44,Alta,Configuración,33,0
751,44,Media,Conectividad,6,0
752,44,Media,Facturación,27,0
753,44,Alta,Equipamiento,44,0
754,44,Baja,Seguridad,38,0
755,44,Baja,Latencia,19,0
756,44,Baja,Equipamiento,35,0
757,44,Baja,Configuración,25,0
758,44,Baja,Seguridad,42,0
759,44,Alta,Equipamiento,30,0
760,44,Media,Equipamiento,30,0
761,44,Media,Equipamiento,6,0
762,45,Alta,Facturación,47,1
763,45,Critica,Latencia,35,1
764,45,Critica,Seguridad,26,0
765,45,Media,Facturación,119,0
766,45,Alta,Facturación,91,1
767,45,Media,Conectividad,220,1
768,45,Baja,Configuración,237,1
769,45,Alta,Seguridad,173,0
770,45,Alta,Facturación,142,1
771,45,Baja,Conectividad,60,1
772,45,Alta,Seguridad,121,1
773,45,Alta,Conectividad,80,1
774,45,Media,Facturación,129,1
775,45,Alta,Equipamiento,45,0
776,45,Media,Conectividad,68,1
777,45,Critica,Latencia,119,0
778,45,Alta,Seguridad,40,0
779,45,Critica,Latencia,186,0
780,45,Critica,Equipamiento,164,1
781,45,Baja,Latencia,33,1
782,45,Critica,Equipamiento,79,0
783,45,Alta,Conectividad,213,1
784,45,Media,Seguridad,164,1
785,45,Media,Latencia,192,1
786,45,Media,Equipamiento,124,1
787,45,Media,Configuración,62,1
788,45,Alta,Latencia,140,1
789,45,Critica,Conectividad,121,1
790,45,Critica,Conectividad,104,1
791,45,Alta,Configuración,225,1
792,45,Critica,Seguridad,188,0
793,45,Alta,Seguridad,183,0
794,45,Media,Equipamiento,216,1
795,45,Alta,Configuración,232,0
796,45,Critica,Facturación,54,1
797,45,Alta,Configuración,98,0
798,45,Media,Configuración,103,1
799,45,Baja,Seguridad,45,0
800,45,Alta,Equipamiento,65,1
801,45,Critica,Seguridad,211,1
802,45,Media,Latencia,109,1
803,45,Media,Conectividad,80,1
804,45,Critica,Equipamiento,171,1
805,45,Baja,Seguridad,79,1
